,Dir,Label
37,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong10_1.png,0
38,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong10_2.png,0
39,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong10_3.png,0
40,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong11.png,1
41,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong11_1.png,0
42,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong11_2.png,0
43,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong11_3.png,0
44,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong12.png,1
45,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong12_1.png,0
46,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong12_2.png,0
47,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong12_3.png,0
48,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong13.png,1
49,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong13_1.png,0
50,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong13_2.png,0
51,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong13_3.png,0
52,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong14.png,1
53,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong14_1.png,0
54,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong14_2.png,0
55,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong14_3.png,0
56,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong15.png,1
57,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong15_1.png,0
58,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong15_2.png,0
59,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong15_3.png,0
60,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong16.png,1
61,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong17.png,1
62,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong18.png,1
63,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong19.png,1
64,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong20.png,1
65,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong21.png,1
66,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong22.png,1
67,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong23.png,1
68,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong24.png,1
69,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong25.png,1
70,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong26.png,1
71,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong27.png,1
72,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong28.png,1
73,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong29.png,1
74,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong30.png,1
75,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong31.png,1
76,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong32.png,1
77,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong33.png,1
78,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong34.png,1
79,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong35.png,1
80,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong36.png,1
81,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong37.png,1
82,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong38.png,1
83,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong39.png,1
84,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong40.png,1
85,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong41.png,1
86,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong42.png,1
87,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong43.png,1
88,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong44.png,1
89,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong45.png,1
90,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong46.png,1
91,gdrive/MyDrive/Dataset/receipt_phuclong/Screenshot 2021-12-06 003602.png,0
92,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong47.png,1
93,gdrive/MyDrive/Dataset/receipt_phuclong/Screenshot 2021-12-06 003624.png,0
94,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong48.png,1
95,gdrive/MyDrive/Dataset/receipt_phuclong/Screenshot 2021-12-06 003650.png,0
96,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong49.png,1
97,gdrive/MyDrive/Dataset/receipt_phuclong/Screenshot 2021-12-06 003714.png,0
98,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong50.png,1
99,gdrive/MyDrive/Dataset/receipt_phuclong/Screenshot 2021-12-06 003744.png,0
100,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong51.png,1
101,gdrive/MyDrive/Dataset/receipt_phuclong/Screenshot 2021-12-06 003954.png,0
102,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong52.png,1
103,gdrive/MyDrive/Dataset/receipt_phuclong/Screenshot 2021-12-06 004036.png,0
104,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong53.png,1
105,gdrive/MyDrive/Dataset/receipt_phuclong/Screenshot 2021-12-06 004111.png,0
106,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong54.png,1
107,gdrive/MyDrive/Dataset/receipt_phuclong/Screenshot 2021-12-06 004135.png,0
108,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong55.png,1
109,gdrive/MyDrive/Dataset/receipt_phuclong/Screenshot 2021-12-06 004159.png,0
