,Dir,Label
86,gdrive/MyDrive/Dataset/receipt_highland/highland48.png,1
87,gdrive/MyDrive/Dataset/receipt_highland/highland49.png,1
88,gdrive/MyDrive/Dataset/receipt_highland/highland50.png,1
89,gdrive/MyDrive/Dataset/receipt_highland/highland51.png,1
90,gdrive/MyDrive/Dataset/receipt_highland/highland52.png,1
91,gdrive/MyDrive/Dataset/receipt_highland/highland53.png,1
92,gdrive/MyDrive/Dataset/receipt_highland/highland54.png,1
93,gdrive/MyDrive/Dataset/receipt_highland/highland55.png,1
94,gdrive/MyDrive/Dataset/receipt_highland/highland56.png,1
95,gdrive/MyDrive/Dataset/receipt_highland/highland57.png,1
96,gdrive/MyDrive/Dataset/receipt_highland/highland58.png,1
97,gdrive/MyDrive/Dataset/receipt_highland/highland59.png,1
98,gdrive/MyDrive/Dataset/receipt_highland/highland60.png,1
99,gdrive/MyDrive/Dataset/receipt_highland/highland29_1.png,0
100,gdrive/MyDrive/Dataset/receipt_highland/highland28_1.png,0
101,gdrive/MyDrive/Dataset/receipt_highland/highland27_1.png,0
102,gdrive/MyDrive/Dataset/receipt_highland/highland26_1.png,0
103,gdrive/MyDrive/Dataset/receipt_highland/highland25_1.png,0
104,gdrive/MyDrive/Dataset/receipt_highland/highland24_1.png,0
105,gdrive/MyDrive/Dataset/receipt_highland/highland23_1.png,0
106,gdrive/MyDrive/Dataset/receipt_highland/highland22_1.png,0
107,gdrive/MyDrive/Dataset/receipt_highland/Screenshot 2021-12-05 220401.png,0
108,gdrive/MyDrive/Dataset/receipt_highland/Screenshot 2021-12-05 220411.png,0
109,gdrive/MyDrive/Dataset/receipt_highland/Screenshot 2021-12-05 220420.png,0
110,gdrive/MyDrive/Dataset/receipt_highland/Screenshot 2021-12-05 220428.png,0
111,gdrive/MyDrive/Dataset/receipt_highland/Screenshot 2021-12-05 220437.png,0
112,gdrive/MyDrive/Dataset/receipt_highland/Screenshot 2021-12-05 220449.png,0
113,gdrive/MyDrive/Dataset/receipt_highland/Screenshot 2021-12-05 220501.png,0
114,gdrive/MyDrive/Dataset/receipt_highland/Screenshot 2021-12-05 220510.png,0
115,gdrive/MyDrive/Dataset/receipt_highland/Screenshot 2021-12-05 220523.png,0
116,gdrive/MyDrive/Dataset/receipt_highland/Screenshot 2021-12-05 220532.png,0
117,gdrive/MyDrive/Dataset/receipt_highland/Screenshot 2021-12-05 220608.png,0
118,gdrive/MyDrive/Dataset/receipt_highland/Screenshot 2021-12-05 220623.png,0
119,gdrive/MyDrive/Dataset/receipt_highland/Screenshot 2021-12-05 220633.png,0
